Opening,Opening.1,Title,Director,Cast,Genre,Year,Source,Studio,Production house
MAR,15.0,Milan Talkies,Tigmanshu Dhulia,Ali FazalShraddha SrinathReecha SinhaAshutosh RanaSanjay MishraSikandar Kher,,2019,,Filmy Keeda Productions Pvt Ltd,
MAR,15.0,Risknamaa,Aarun Nagar,Sachin KhariAarun NagarShahbaz KhanPramod MouthoRavi Verma,,2019,,"Kirti Motion Pictures, CSK Production",
MAR,15.0,Mere Pyare Prime Minister,Rakeysh Omprakash Mehra,Anjali PatilMakarand DeshpandeRasika AagasheSonia AlbizuriSyna AnandAdarsh BhartiOm Kanojiya,,2019,,"ROMP Pictures, Pen India Limited",
MAR,15.0,22 Yards,Mitali Ghoshal,Barun SobtiAmartya RayPanchi BoraRajit KapurRajesh SharmaChaiti GhoshalGeetika Tyagi,,2019,,MS Productions,
MAR,19.0,377 Ab Normal,Faruk Kabir,Shashank AroraMohammed Zeeshan AyyubTanvi AzmiMaanvi Gagroo,,2019,,"Spiders Web Productions, ZEE5",
MAR,21.0,Kesari,Anurag Singh,Akshay KumarParineeti ChopraMir SarwarAshwath Bhatt,,2019,,Dharma Productions,
MAR,21.0,Mard Ko Dard Nahi Hota,Vasan Bala,Abhimanyu DassaniRadhika MadanGulshan DevaiahMahesh ManjrekarJimit TrivediShweta Basu Prasad,,2019,,RSVP Movies,
MAR,29.0,Ram Ki Janmabhoomi,Sanoj Mishra,Govind NamdeoManoj JoshiNajneen PatniRajveer Singh,,2019,,Cine craft productions,
MAR,29.0,Notebook,Nitin Kakkar,Zaheer IqbalPranutan Bahl,,2019,,"Salman Khan Films, Cine1 Studios",
MAR,29.0,Junglee,Chuck Russell,Vidyut JammwalPooja SawantAsha BhatAtul Kulkarni,,2019,,Junglee Pictures,
MAR,29.0,Gone Kesh,Qasim Khallow,Shweta TripathiJitendra KumarVipin SharmaDeepika AminBrijendra Kala,,2019,,Eros International,
APR,5.0,Romeo Akbar Walter,Robbie Garewal,John AbrahamMouni RoyJackie ShroffSikander KherSuchitra Krishnamoorthi,,2019,,"VA Film Company, Kayta Production, Viacom18 Motion Pictures",
APR,5.0,Jai Chhathi Maa,Murari Sinha,"Ravi Kishan, Gurleen Chopra, Preeti Jhangiani",,2019,,Shining Screens,
APR,12.0,Albert Pinto Ko Gussa Kyun Aata Hai?,Soumitra Ranade,Manav KaulNandita DasSaurabh ShuklaKishor Kadam,,2019,,"Soumitra Ranade Productions, Templetree Motion Pictures, No Guts No Glory Films, Parashuram Productions, Paperboat Studios Pvt. Ltd.",
APR,12.0,The Tashkent Files,Vivek Agnihotri,Mithun ChakrabortyNaseeruddin ShahShweta Basu PrasadPankaj TripathiVinay PathakMandira BediPallavi JoshiAnkur RatheePrakash Belawadi,,2019,,SP CineCorp,
APR,17.0,Kalank,Abhishek Varman,Madhuri DixitSonakshi SinhaAlia BhattVarun DhawanAditya Roy KapurSanjay Dutt,,2019,,"Dharma Productions, Fox Star Studios, Nadiadwala Grandson Entertainment",
MAY,3.0,Blank,Behzad Khambata,Sunny DeolKaran KapadiaIshita Dutta,,2019,,Echelon Productions,
MAY,3.0,Setters,Ashwini Chaudhary,Aftab ShivdasaniShreyas TalpadeSonnalli SeygallIshita DuttaPavan MalhotraVijay RaazJameel KhanManu Rishi,,2019,,"Lovely Films Production House (P) Ltd., NH Studioz",
MAY,10.0,Badnaam Gali,Ashwin Shetty,Patralekha PaulDivyendu Sharma,,2019,,"Finnca Films, ZEE5",
MAY,10.0,Chhota Bheem Kung Fu Dhamaka[a],Rajiv Chilaka,Parigna Pandya ShahJulie TejwaniPinky RajputRajesh Kava,,2019,,Green Gold Animations,
MAY,10.0,Student of the Year 2,Punit Malhotra,Tiger ShroffTara SutariaAnanya Panday,,2019,,"Dharma Productions, Fox Star Studios",
MAY,17.0,De De Pyaar De,Akiv Ali,Ajay DevgnTabuRakul Preet SinghJaved JaffreyJimmy Sheirgill,,2019,,T-Series,
MAY,24.0,India's Most Wanted,Rajkumar Gupta,Arjun KapoorSudev NairRajesh SharmaPrashanth AlexanderShantilal Mukherjee,,2019,,"Fox Star Studios, Raapchik Films",
MAY,24.0,PM Narendra Modi,Omung Kumar,Vivek OberoiBoman IraniManoj JoshiBarkha SenguptaAanjjan SrivastavZarina WahabSuresh Oberoi,,2019,,"Legend Global Studio, Anand Pandit Motion Pictures, Panorama Studios",
MAY,24.0,Yeh Hai India,Lomharsh,Gavie ChahalMohan AghasheMohan Joshi,,2019,,DLB FIlms,
JUN,5.0,Bharat,Ali Abbas Zafar,Salman KhanTabuKatrina KaifSunil GroverDisha PataniAasif Sheikh,,2019,,"T-Series, Reel Life Productions",
JUN,14.0,Khamoshi,Chakri Toleti,Prabhu DevaTamannaahBhumika Chawla,,2019,,Pooja Entertainment,
JUN,14.0,Kissebaaz,Annant Jaaitpaal,Pankaj TripathiAnupriya GoenkaEvelyn SharmaRahul BaggaMouli GangulyZakir HussainRajesh Sharma,,2019,,"Experion Moviez, PVR Pictures",
JUN,21.0,Jaoon Kahan Bata Ae Dil,Aadish Keluskar,Khushboo UpadhyayRohit Kokate,,2019,,"Humara Movie, Netflix",
JUN,21.0,Kabir Singh,Sandeep Vanga,Shahid KapoorKiara AdvaniSoham MajumdarArjan BajwaKamini KaushalNikita DuttaAmit SharmaKunal ThakurSwati SethAnusha SampathSuresh Oberoi,,2019,,"T-Series, Cine1 Studios",
JUN,28.0,Article 15,Anubhav Sinha,Ayushmann KhurranaIsha TalwarNassarManoj PahwaSayani GuptaKumud MishraMohammed Zeeshan Ayyub,,2019,,"Benaras Media Works, Zee Studios",
JUN,,,,,,2019,,,
JUN,,,,,,2019,,,
JUN,,,,,,2019,,,
JUL,5.0,Malaal,Mangesh Hadawale,Meezaan JafferySharmin Segal,,2019,,"Bhansali Productions, T-Series",
JUL,5.0,One Day: Justice Delivered,Ashok Nanda,Anupam KherEsha GuptaKumud Mishra,,2019,,A Cinema Friday International Production,
JUL,5.0,Hume Tumse Pyaar Kitna,Lalit Mohan,Karanvir BohraPriya BanerjeeSamir KochharMahesh Balraj,,2019,,Belvie Productions,
JUL,5.0,Marudhar Express,Vishal Mishra,Kunaal Roy KapurTara Alisha BerryRajesh Sharma,,2019,,"Raywings Entertainment, Atharva Motion Pictures",
JUL,12.0,Super 30,Vikas Bahl,Hrithik RoshanMrunal ThakurAmit SadhPankaj Tripathi,,2019,,"Phantom Films, Nadiadwala Grandson Entertainment, Reliance Entertainment, HRX Films",
JUL,19.0,Family of Thakurganj,Manoj K. Jha,Jimmy SheirgillMahie GillSaurabh ShuklaSudhir PandeySupriya PilgaonkarPavan MalhotraMukesh TiwariNandish SinghYashpal SharmaPranati Rai PrakashRaj ZutshiSalil AcharyaManoj Pahwa,,2019,,Lovely World Entertainment,
JUL,19.0,Jhootha Kahin Ka,Smeep Kang,Rishi KapoorOmkar KapoorSunny SinghJimmy SheirgillLillete DubeyManoj Joshi,,2019,,Soham Rockstar Entertainment,
JUL,26.0,Judgementall Hai Kya,Prakash Kovelamudi,Kangana RanautRajkummar RaoJimmy SheirgillAmyra DasturAmrita Puri,,2019,,Balaji Motion Pictures,
JUL,26.0,Arjun Patiala,Rohit Jugraj,Diljit DosanjhKriti SanonVarun SharmaRonit Roy,,2019,,"Maddock Films, T-Series",
AUG,2.0,Khandaani Shafakhana,Shilpi Dasgupta,Sonakshi SinhaVarun SharmaAnnu KapoorBadshah,,2019,,T-Series,
AUG,7.0,Barot House,Bugs Bhargava,Amit SadhManjari Fadnis,,2019,,"Dhirajj Walks Of Art, Faizee Productions, Ten Years Younger Productions, ZEE5",
AUG,9.0,Jabariya Jodi,Prashant Singh,Sidharth MalhotraParineeti Chopra,,2019,,"Balaji Motion Pictures, Karma Media & Entertainment",
AUG,9.0,Chicken Curry Law,Shekhar Sirrinn,Ashutosh RanaNivedita BhattacharyaMakrand DeshpandeZakir HussainAman VermaNatalia Janoszek,,2019,,Panorama Studios,
AUG,9.0,Pranaam,Sanjiv Jaiswal,Rajeev KhandelwalSamekshaShaji ChaudharyAtul KulkarniAbhimanyu SinghVikram Gokhale,,2019,,"Rudraksh Adventures Pvt. Ltd, Woodside Infrastructure Pvt. Ltd, Reel & Motion Pictures LLP.",
AUG,15.0,Batla House,Nikhil Advani,John AbrahamMrunal Thakur,,2019,,"Emmay Entertainment, T-Series",
AUG,15.0,Mission Mangal,Jagan Shakti,Akshay KumarVidya BalanSharman JoshiSonakshi SinhaTaapsee PannuKirti KulhariNithya Menen,,2019,,Fox Star Studios,
AUG,21.0,Posham Pa,Suman Mukhopadhyay,Mahie GillSayani GuptaRagini Khanna,,2019,,"Dhirajj Walks Of Art, Faizee Productions, Ten Years Younger Productions, ZEE5",
AUG,30.0,Saaho[b],Sujeeth,PrabhasNeil Nitin MukeshShraddha KapoorJackie Shroff,,2019,,"UV Creations, T-Series",
SEP,6.0,Chhichhore,Nitesh Tiwari,Sushant Singh RajputShraddha KapoorVarun SharmaPrateik BabbarTahir Raj BhasinNaveen PolishettyTushar PandeySaharsh Shukla,,2019,,"Nadiadwala Grandson Entertainment, Fox Star Studios",
SEP,13.0,Dream Girl,Raaj Shaandilyaa,Ayushmann KhurranaNushrat Bharucha,,2019,,Balaji Motion Pictures,
SEP,13.0,Section 375,Ajay Bahl,Akshaye KhannaRicha ChadhaRahul BhatMeera Chopra,,2019,,"T-Series, Panorama Studios",
SEP,20.0,The Zoya Factor,Abhishek Sharma,Sonam KapoorDulquer SalmaanSanjay Kapoor,,2019,,"Fox Star Studios, Adlabs Films",
SEP,20.0,Pal Pal Dil Ke Paas,Sunny Deol,Karan DeolSahher Bambba,,2019,,"Zee Studios, Sunny Sounds Pvt. Ltd",
SEP,20.0,Prassthanam,Deva Katta,Sanjay DuttManisha KoiralaJackie ShroffChunky PandeyAli FazalAmyra DasturSatyajeet Dubey,,2019,,"NH Studioz, Sanjay Dutt Productions",
SEP,22.0,"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",Deepti Naval,Manisha KoiralaRajit KapurSanaj Naval,,2019,,Kite Films,
SEP,27.0,Main Zaroor Aaunga,Chandrakant Singh,Arbaaz KhanAindrita RayVikas Verma,,2019,,"Aashirwad Cinevision, Ahilya Production",
SEP,,,,,,2019,,,
OCT,2.0,War,Siddharth Anand,Hrithik RoshanTiger ShroffVaani Kapoor,,2019,,Yash Raj Films,
OCT,11.0,The Sky Is Pink,Shonali Bose,Priyanka ChopraFarhan AkhtarZaira WasimRohit Suresh Saraf,,2019,,"Purple Pebble Pictures, RSVP Movies, Roy Kapur Films",
OCT,18.0,Chappad Phaad Ke,Sameer Hemant Joshi,Vinay PathakSiddharth MenonAyesha Raza MishraSeethal Thakur,,2019,,"Yoodlee films, Hotstar",
OCT,18.0,Ghost,Vikram Bhatt,Sanaya IraniShivam Bhaargava,,2019,,Pooja Entertainment,
OCT,18.0,Laal Kaptaan,Navdeep Singh,Saif Ali KhanManav VijZoya HussainDeepak DobriyalSimone Singh,,2019,,"Eros International, Colour Yellow Productions",
OCT,18.0,P Se Pyaar F Se Faraar,Manoj Tiwari,Jimmy SheirgillKumud MishraBhavesh Kumar,,2019,,"OK Movies, PVR Pictures,",
OCT,18.0,Upstart,Udai Singh Pawar,Priyanshu PainyuliChandrachoor RaiShadab KamalSheetal Thakur,,2019,,"Bandra West Pictures, Netflix",
OCT,18.0,Yaaram,Ovais Khan,Prateik BabbarSiddhanth KapoorIshita Raj Sharma,,2019,,Yashavvi Films,
OCT,25.0,Housefull 4,Farhad Samji,Akshay KumarRitesh DeshmukhBobby DeolKriti SanonKriti KharbandaPooja HegdeChunky PandeyRanjeetRana Daggubati,,2019,,Nadiadwala Grandson Entertainment Fox Star Studios,
OCT,25.0,Kanpuriye,Ashish Aryan,Aparshakti KhuranaDivyennduHarsh MayarVijay RaazRajshri DeshpandeHarshita Gaur,,2019,,"Yoodlee films, Hotstar",
OCT,25.0,Made in China,Mikhil Musale,Rajkummar RaoMouni RoyBoman IraniGajraj RaoSumeet VyasAmyra DasturParesh Rawal,,2019,,"Maddock Films, Jio Studios",
OCT,25.0,Saand Ki Aankh,Tushar Hiranandani,Bhumi PednekarTaapsee PannuPrakash JhaVineet Kumar Singh,,2019,,Reliance Entertainment,
NOV,1.0,Drive,Tarun Mansukhani,Sushant Singh RajputJacqueline FernandezVikramjeet VirkSapna PabbiBoman IraniPankaj Tripathi,,2019,,"Dharma Productions, Netflix",
NOV,1.0,Ujda Chaman,Abhishek Pathak,Sunny SinghMaanvi GagrooKarishma SharmaAishwarya Sakhuja,,2019,,"Panorama Studios, PVR Pictures",
NOV,7.0,Bala,Amar Kaushik,Ayushmann KhurranaBhumi PednekarYami GautamSaurabh ShuklaJaved JaffreySeema Pahwa,,2019,,"Maddock Films, Jio Studios",
NOV,8.0,Bypass Road,Naman Nitin Mukesh,Neil Nitin MukeshAdah SharmaShama SikanderGul PanagRajit KapurSudhanshu Pandey,,2019,,"A Miraj Creations Film, NNM Films",
NOV,8.0,Moothon[c],Geetu Mohandas,Nivin PaulySanjana DipuShashank AroraSobhita DhulipalaDileesh PothanJim SarbhRoshan Mathew,,2019,,"Mini Studio, JAR Pictures",
NOV,8.0,Satellite Shankar,Irfan Kamal,Sooraj PancholiMegha Akash,,2019,,"T-Series, Cine1 Studios",
NOV,14.0,Jhalki,Brahmanand S. Siingh,Boman IraniTannishtha ChatterjeeDivya DuttaSanjay SuriYatin KaryekarAkhilendra MishraGovind NamdevJoy Sengupta,,2019,,Mobius Films,
NOV,15.0,House Arrest,Shashanka Ghosh and Samit Basu,Ali FazalShriya PilgaonkarJim Sarbh,,2019,,"India Stories, Netflix",
NOV,15.0,Keep Safe Distance,Raama Mehra,Kiran KumarShahbaz Khan,,2019,,Rama Dhanraj Production,
NOV,15.0,Marjaavaan,Milap Milan Zaveri,Ritesh DeshmukhSidharth MalhotraTara SutariaRakul Preet Singh,,2019,,"T-Series, Emmay Entertainment",
NOV,15.0,Motichoor Chaknachoor,Debamitra Biswal,Nawazuddin SiddiquiAthiya Shetty,,2019,,"A Woodpecker Movies Production, Viacom18 Motion Pictures",
NOV,15.0,Marne Bhi Do Yaaron,Kashmira Shah,Krishna AbhishekKashmira ShahRishaab Chauhaan,,2019,,Boo Filmz,
NOV,22.0,Pagalpanti,Anees Bazmee,Anil KapoorJohn AbrahamIleana D'CruzArshad WarsiPulkit SamratKriti KharbandaUrvashi RautelaSaurabh Shukla,,2019,,"T-Series, Panorama Studios",
NOV,22.0,Ramprasad Ki Tehrvi,Seema Pahwa,Naseeruddin ShahSupriya PathakKonkona Sen SharmaVikrant MasseyVinay PathakManoj PahwaParambrata Chatterjee,,2019,,"Drishyam Films, Jio Studios",
NOV,29.0,Commando 3,Aditya Datt,Vidyut JammwalAdah SharmaAngira DharGulshan Devaiah,,2019,,"Motion Pictures Capital, Reliance Entertainment",
NOV,29.0,Yeh Saali Aashiqui,Cherag Ruparel,Vardhan PuriShivaleeka Oberoi,,2019,,"Pen India Limited, Amrish Puri Films",
NOV,29.0,Hotel Mumbai,Anthony Maras,Anupam KherDev PatelVipin SharmaSuhail NayyarNazanin BoniadiJason Isaacs,,2019,,"Zee Studios, Purpose Entertainment, Thunder Road Pictures, Arclight Films, Electric Pictures, Xeitgeist Entertainment Group, ShivHans Pictures",
DEC,4.0,Line of Descent[d],Rohit Karn Batra,Brendan FraserAbhay DeolRonit RoyNeeraj KabiPrem ChopraAli Haji,,2019,,"Brillstein Entertainment Partners, Invisible Man Pictures, Level Street Pictures",
DEC,6.0,Panipat,Ashutosh Gowariker,Sanjay DuttArjun KapoorKriti SanonMohnish Bahl,,2019,,Ashutosh Gowariker Productions Private Limited,
DEC,6.0,Pati Patni Aur Woh,Mudassar Aziz,Kartik AaryanBhumi PednekarAnanya Panday,,2019,,"T-Series, B.R. Studios",
DEC,13.0,Mardaani 2,Gopi Puthran,Rani MukerjiVikram Singh ChauhanShruti BapnaRajesh SharmaSudhanshu Pandey,,2019,,Yash Raj Films,
DEC,13.0,The Body,Jeethu Joseph,Emraan HashmiRishi KapoorVedhikaSobhita Dhulipala,,2019,,Viacom18 Motion Pictures,
DEC,20.0,Dabangg 3,Prabhu Deva,Salman KhanSonakshi SinhaSudeepSaiee ManjrekarArbaaz Khan,,2019,,"Arbaaz Khan Productions, Salman Khan Films",
DEC,25.0,Happi,Bhavna Talwar,Pankaj KapoorSupriya PathakHrishitaa Bhatt,,2019,,"Vistaar Film Fund, WSG Pictures",
DEC,27.0,Good Newwz,Raj Mehta,Akshay KumarKareena KapoorDiljit DosanjhKiara Advani,,2019,,"Dharma Productions, Cape Of Good Films",
